@relation "myrelation"
@attribute feat string
@attribute lemma string
@attribute link string
@attribute sms string
@attribute classatr {positive,negative,neutral}
@data
'V СОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'ВЕРНУТЬСЯ', 'разъяснит', 'вернулась', negative
'ADV', 'РОВНО', 'обст', 'ровно', negative
'PR', 'С', 'обст', 'с', negative
'A ЕД СРЕД ТВОР', 'ТАКОЙ', 'опред', 'таким', negative
'PART', 'ЖЕ', 'огранич', 'же', negative
'S ЕД СРЕД ТВОР НЕОД', 'ЧУВСТВО', 'предл', 'чувством', negative
'S', '#РЕТВИТ', 'fictit', '#РЕТВИТ', negative
'S', '#ЦАРСКИЙТВИТ', 'аппоз', '#ЦарскийТвит', negative
'S', '#ТВИАРМИЯ', 'аппоз', '#ТвиАрмия', negative
'S', '#ТЫКТОТАКОЙДАВАЙЗАФОЛЛОВЛЮ', 'аппоз', '#ТыКтоТакойДавайЗафолловлю', negative
'S', '#БОЛЕЕЧИТАЕМЫЕ', 'аппоз', '#БолееЧитаемые', negative
'S', '#ЧИТАЙМЕНЯАЯТЕБЯ', 'аппоз', '#ЧитайМеняАяТебя', negative
'S', '#FF_RU', 'аппоз', '#FF_RU', negative
'S', '#FOLLOWBACK100', 'аппоз', '#FollowBack100', negative
'S ЕД МУЖ ИМ ОД', 'Я', 'предик', 'я', negative
'NUM', '300', '1-компл', '300', negative
'PART', 'НЕ', 'огранич', 'не', negative
'V СОВ ИЗЪЯВ НЕПРОШ ЕД 1-Л', 'ДОЖИДАТЬСЯ', 'fictit', 'дождусь', negative
'CONJ', 'ДА', 'сент-соч', 'да', negative
'V НЕСОВ ПОВ ЕД 2-Л', 'ДАВАТЬ', 'разъяснит', 'давай', negative
'V НЕСОВ ПОВ ЕД 2-Л', 'ЛЕЧИТЬСЯ', '1-компл', 'лечись', negative
'S ЕД МУЖ ИМ НЕОД', 'УИК', 'разъяснит', 'Вик', negative
'S ЕД СРЕД ИМ НЕОД', 'ЭТО', 'предик', 'Это', negative
'ADV', 'ВООБЩЕ', 'огранич', 'вообще', negative
'PART', 'НЕ', 'огранич', 'не', negative
'S МН ЖЕН ИМ НЕОД', 'ШУТКА', 'сент-соч', 'шутки', negative
'A ЕД МУЖ ИМ', 'МИЛЫЙ', 'опред', 'Милый', negative
'S ЕД МУЖ ИМ НЕОД', 'ТЕЛЕФОН', 'предик', 'телефон', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 1-Л', 'УМОЛЯТЬ', 'примыкат', 'умоляю', negative
'PART', 'НЕ', 'огранич', 'не', negative
'V НЕСОВ ПОВ ЕД 2-Л', 'САДИТЬСЯ', 'сент-соч', 'садись', negative
'ADV', 'ХОТЯ БЫ', 'огранич', 'хотя бы', negative
'PR', 'ДО', 'длительн', 'до', negative
'NUM', '12', 'опред', '12', negative
'S ЕД МУЖ РОД НЕОД', 'ДЕНЬ', 'предл', 'дня', negative
'CONJ', 'КАК', 'сравнит', 'как', negative
'A КР ЕД СРЕД', 'ОБЫЧНЫЙ', 'сравн-союзн', 'обычно', negative
'S ЕД МУЖ ИМ НЕОД', 'ПОНЕДЕЛЬНИК', 'предик', 'Понедельник', negative
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'НАЧИНАТЬСЯ', 'примыкат', 'начался', negative
'PR', 'С', 'обст', 'с', negative
'S ЕД МУЖ ВИН НЕОД', 'ЧЕМОДАН', 'предл', 'чемодан', negative
'S ЕД МУЖ ВИН НЕОД', 'ВОКЗАЛ', 'аппоз', 'вокзал', negative
'S ЕД ЖЕН ИМ НЕОД', 'МОСКВА', 'fictit', 'москва', negative
'COM', 'БИ', '', 'Би', negative
'NID', 'ДААРЧ', 'fictit', 'даарч', negative
'NID', 'БАЙНА', 'аппоз', 'байна', negative
'S ЕД МУЖ ТВОР ОД', 'Х', 'fictit', 'х', negative
'NID', 'ЛДЛ', 'аппоз', 'лдл', negative
'NID', 'БЛЕАА', 'аппоз', 'Блеаа', negative
'A ЕД ЖЕН ИМ', 'ОТЛИЧНЫЙ', 'опред', 'отличная', negative
'NID', 'ФИЗРА', 'предик', 'физра', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'КАЗАТЬСЯ', 'сент-соч', 'кажется', negative
'S ЕД ЖЕН ИМ ОД', 'Я', 'предик', 'я', negative
'S ЕД ЖЕН ВИН НЕОД', 'СПИНА', '1-компл', 'спину', negative
'V СОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'ПОТЯНУТЬ', 'сент-соч', 'потянула', negative
'NID', 'БЛЕАТЬ', 'предик', 'блеать', negative
'S ЕД ЖЕН РОД НЕОД', 'СТРАНИЦА', 'атриб', 'страницы', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ МН 3-Л', 'ПОЯВЛЯТЬСЯ', 'разъяснит', 'появляются', negative
'ADV СРАВ', 'БЫСТРО', 'обст', 'быстрее', negative
'CONJ', 'ЧЕМ', 'сравнит', 'чем', negative
'S ЕД МУЖ ИМ ОД', 'Я', 'предик', 'я', negative
'S МН ВИН ОД', 'ОНИ', '1-компл', 'их', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 1-Л', 'ЧИТАТЬ', 'сравн-союзн', 'читаю', negative
'V СОВ ИЗЪЯВ НЕПРОШ ЕД 1-Л', 'ПОЙТИ', 'разъяснит', 'пойду', negative
'V НЕСОВ ИНФ', 'СПАТЬ', 'обст', 'спать', negative
'NID', 'БЛИИИН', 'fictit', 'Блииин', negative
'PR', 'К', 'атриб', 'к', negative
'S МН ДАТ ОД', 'МЫ', 'предл', 'нам', negative
'ADV', 'ОПЯТЬ', 'обст', 'опять', negative
'V СОВ ПОВ ЕД 2-Л', 'ПРИСЫЛАТЬ', 'обст', 'пришли', negative
'A МН ВИН НЕОД', 'ЭТОТ', 'опред', 'эти', negative
'A МН ВИН НЕОД', 'ВОНЮЧИЙ', 'опред', 'вонючие', negative
'S МН МУЖ ВИН НЕОД', 'НОСОЧЕК', '1-компл', 'носочки', negative
'NID', 'БЛИИИН', 'композ', 'блииин', negative
'S ЕД ЖЕН ИМ ОД', 'Я', 'предик', 'я', negative
'V СОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'ЗАБЫВАТЬ', 'разъяснит', 'забыла', negative
'S ЕД ЖЕН ВИН НЕОД', 'ЗАРЯДКА', '1-компл', 'зарядку', negative
'S ЕД МУЖ РОД НЕОД', 'ДОМ', '1-компл', 'дома', negative
'NID', 'БЛИИИН', 'предик', 'Блииин', negative
'PART', 'НЕУЖЕЛИ', 'огранич', 'неужели', negative
'ADV', 'СНОВА', 'обст', 'снова', negative
'S ЕД СРЕД ИМ НЕОД', 'ЭТО', 'предик', 'Это', negative
'A КР ЕД СРЕД', 'УЖАСНЫЙ', 'fictit', 'ужасно', negative
'NID', 'БЛИИН', 'fictit', 'Блиин', negative
'A МН РОД', 'ЦЕЛЫЙ', 'опред', 'целых', negative
'NUM', '2', 'количест', '2', negative
'S ЕД МУЖ РОД НЕОД', 'УРОК', 'атриб', 'урока', negative
'PR', 'С', 'атриб', 'с', negative
'A ЕД ЖЕН РОД', 'ЭТОТ', 'опред', 'этой', negative
'NID', 'СУМАШЕДШЕЙ', 'предл', 'сумашедшей', negative
'NID', 'УЧИЛКОЙ', 'аппоз', 'училкой', negative
'NID', 'НЕЕЕТ', 'аппоз', 'НЕЕЕТ', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'fictit', 'Блин', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'fictit', 'блин', negative
'S ЕД МУЖ ИМ НЕОД', 'ЗАЧЕТ', 'предик', 'зачет', negative
'A ЕД МУЖ ИМ', 'ГЛУПЫЙ', 'опред', 'глупый', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'предик', 'Блин', negative
'S ЕД ЖЕН ИМ НЕОД', 'МУЗЫКА', 'предик', 'музыка', negative
'ADV', 'ТАК', 'обст', 'так', negative
'NID', 'ДООГО', 'квазиагент', 'доого', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ГРУЗИТЬСЯ', 'разъяснит', 'грузится', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'разъяснит', 'Блин', negative
'S ЕД МУЖ ИМ ОД', 'Я', 'предик', 'я', negative
'PART', 'ЕЩЕ', 'огранич', 'ещё', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 1-Л', 'БЫТЬ', 'fictit', 'буду', negative
'V НЕСОВ ИНФ', 'ЛЕЖАТЬ', 'аналит', 'лежать', negative
'PR', 'В', '1-компл', 'в', negative
'S ЕД ЖЕН ПР НЕОД', 'БОЛЬНИЦА', 'предл', 'больнице', negative
'NID', 'ДОЛБАНЫЙ', 'композ', 'Долбаный', negative
'S ЕД МУЖ ВИН НЕОД', 'ГАЙМОРИТ', 'разъяснит', 'гайморит', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', '', 'Блин', negative
'CONJ', 'КАК', 'fictit', 'как', negative
'PART', 'ЖЕ', 'огранич', 'же', negative
'PART', 'НЕ', 'огранич', 'не', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ХОТЕТЬСЯ', 'сравн-союзн', 'хочется', negative
'PR', 'ПОСЛЕ', 'обст', 'после', negative
'S ЕД МУЖ РОД НЕОД', 'ОТПУСК', 'предл', 'отпуска', negative
'V НЕСОВ ИНФ', 'ВЫХОДИТЬ', '2-компл', 'выходить', negative
'PR', 'НА', '2-компл', 'на', negative
'S ЕД ЖЕН ВИН НЕОД', 'РАБОТА', 'предл', 'работу', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'fictit', 'блин', negative
'A ЕД ЖЕН ИМ', 'КАМСКИЙ', 'предик', 'камская', negative
'CONJ', 'КАК', 'сравнит', 'как', negative
'A КР ЕД СРЕД', 'ОБЫЧНЫЙ', 'сравн-союзн', 'обычно', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'СТОЯТЬ', 'сент-соч', 'стоит', negative
'S', '#НЕНАВИЖУПРОБКИ', 'fictit', '#ненавижупробки', negative
'NID', 'HTTP', 'аппоз', 'http', negative
'S', 'T.CO', 'огранич', 't.co', negative
'S', 'HPKYZZRUJ0', 'огранич', 'hPKyzZruJ0', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'разъяснит', 'блин', negative
'S ЕД ЖЕН ИМ НЕОД', 'НОГА', 'сочин', 'нога', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'КРУТИТЬ', 'сент-соч', 'крутит', negative
'ADV', 'СИЛЬНО', 'обст', 'сильно', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'fictit', 'блин', negative
'A МН ИМ', 'ОДИН', 'опред', 'одни', negative
'S МН МУЖ ИМ ОД', 'СТЕРВЯТНИК', 'сочин', 'стервятники', negative
'ADV', 'ВОКРУГ', 'релят', 'вокруг', negative
'S ЕД МУЖ ИМ НЕОД', 'БЛИН', 'fictit', 'Блин', negative
'V СОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ПРИХОДИТЬСЯ', 'сочин', 'придется', negative
'V НЕСОВ ИНФ', 'ЖДАТЬ', 'сент-соч', 'ждать', negative
'A ЕД МУЖ ИМ', 'ВЕСЬ', 'опред', 'весь', negative
'S ЕД МУЖ ВИН НЕОД', 'БЛИН', '1-компл', 'Блин', negative
'ADV', 'КУДА', '3-компл', 'куда', negative
'S ЕД СРЕД ВИН НЕОД', 'ТО', '1-компл', 'то', negative
'A ЕД МУЖ ВИН НЕОД', 'ЗАДНИЙ', 'опред', 'задний', negative
'S ЕД МУЖ ВИН НЕОД', 'ФОНАРЬ', '1-компл', 'фонарь', negative
'PR', 'С', '2-компл', 'с', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'ВЕСТИ', '', 'вела', negative
'V НЕСОВ СТРАД ИЗЪЯВ ПРОШ ЕД МУЖ', 'ТЕЛЕПОРТИРОВАТЬ', 'fictit', 'телепортировался', negative
'A ЕД МУЖ ИМ', 'ДЕШЕВЫЙ', 'fictit', 'дешевый', negative
'CONJ', 'НО', 'сочин', 'но', negative
'A ЕД СРЕД ВИН', 'ВЕСЬ', 'опред', 'все', negative
'NUM ЕД СРЕД ВИН', 'ОДИН', '1-компл', 'одно', negative
'ADV', 'ЖАЛКО', 'соч-союзн', 'жалко', negative
'NID', 'БЛЯ', 'предик', 'Бля', negative
'A КР ЕД СРЕД', 'НУЖНЫЙ', 'сент-соч', 'нужно', negative
'V НЕСОВ ИНФ', 'ИДТИ', 'предик', 'идти', negative
'PR', 'В', '2-компл', 'в', negative
'S ЕД ЖЕН ВИН НЕОД', 'ШКОЛА', 'предл', 'школу', negative
'CONJ', 'НО', 'сочин', 'но', negative
'S ЕД МУЖ ДАТ ОД', 'Я', 'дат-субъект', 'мне', negative
'ADV', 'ТАК', 'соч-союзн', 'так', negative
'NID', 'ВПАДЛО', 'атриб', 'впадло', negative
'NID', 'БЛЯ', 'fictit', 'БЛЯ', negative
'ADV', 'ОПЯТЬ', 'обст', 'ОПЯТЬ', negative
'S ЕД ЖЕН ИМ НЕОД', 'ШКОЛА', 'аппоз', 'ШКОЛА', negative
'NID', 'БЛЯ', 'предик', 'Бля', negative
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ЗАБЫВАТЬ', 'разъяснит', 'забыл', negative
'ADV', 'ДОМА', 'обст', 'дома', negative
'S ЕД МУЖ ВИН НЕОД', 'ВИНТ', '1-компл', 'винт', negative
'PR', 'С', 'атриб', 'с', negative
'S МН ЖЕН ТВОР НЕОД', 'ФОТКА', 'предл', 'фотками', negative
'PR', 'С', 'атриб', 'с', negative
'S', '#MTRSHK', 'предл', '#mtrshk', negative
'NID', 'ПЕЧАЛЬБЕДА', 'fictit', 'печальбеда', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ДУМАТЬ', 'fictit', 'думал', negative
'ADV', 'ХОТЬ', 'обст', 'хоть', negative
'PR', 'НА', 'присвяз', 'на', negative
'S ЕД ЖЕН ПР НЕОД', 'РАБОТА', 'предл', 'работе', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'БЫТЬ', 'fictit', 'будет', negative
'S ЕД СРЕД ИМ НЕОД', 'ВРЕМЯ', 'предик', 'время', negative
'CONJ', 'ЧТОБЫ', 'обст', 'чтобы', negative
'V СОВ ИНФ', 'РАЗБИРАТЬ', 'инф-союзн', 'разобрать', negative
'S МН ВИН ОД', 'ОНИ', '1-компл', 'их', negative
'NID', 'БЛЯ', 'предик', 'Бля', negative
'V НЕСОВ ПОВ ЕД 2-Л', 'МЫТЬ', 'обст', 'мой', negative
'S ЕД МУЖ ВИН НЕОД', 'ЖИВОТ', '1-компл', 'живот', negative
'V СОВ ПОВ МН 2-Л', 'УБИВАТЬ', '1-компл', 'Убейте', negative
'CONJ', 'ЧТОБЫ', 'обст', 'чтоб', negative
'PART', 'НЕ', 'огранич', 'не', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'МУЧИТЬСЯ', 'подч-союзн', 'мучилась', negative
'NID', 'БЛЯ', 'предик', 'бля', negative
'ADV', 'ТАК', 'присвяз', 'так', negative
'PR', 'У', 'обст', 'у', negative
'S ЕД МУЖ РОД ОД', 'МИША', 'предл', 'Миши', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'БЫТЬ', 'вводн', 'был', negative
'PART', 'НЕ', 'огранич', 'не', negative
'A ЕД МУЖ ИМ', 'МАЛЕНЬКИЙ', 'предик', 'маленький', negative
'CONJ', 'А', 'сочин', 'а', negative
'A ЕД МУЖ ИМ', 'СРЕДНИЙ', 'опред', 'средний', negative
'NID', 'ПИСЮН', 'квазиагент', 'писюн', negative
'CONJ', 'А', 'fictit', 'а', negative
'S МН ИМ ОД', 'МЫ', 'предик', 'мы', negative
'PR', 'С', 'обст', 'с', negative
'S ЕД МУЖ РОД ОД', 'ОН', 'предл', 'него', negative
'V НЕСОВ ИЗЪЯВ ПРОШ МН', 'СМЕЯТЬСЯ', 'соч-союзн', 'смеялись', negative
'NID', 'БЛЯ', 'fictit', 'Бля', negative
'NID', 'БЛЯ', 'аппоз', 'бля', negative
'NID', 'БЛЯ', 'аппоз', 'бля', negative
'A КР ЕД СРЕД', 'СКОРЫЙ', 'присвяз', 'скоро', negative
'NID', 'ГИА', 'предик', 'ГИА', negative
'S ЕД ЖЕН ИМ ОД', 'БЛЯДЬ', 'вводн', 'Блядь', negative
'PART', 'НУ', 'огранич', 'ну', negative
'NID', 'ПИЗДЕЦ', 'атриб', 'пиздец', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'КАЗАТЬСЯ', 'разъяснит', 'Кажется', negative
'S ЕД СРЕД ВИН НЕОД', 'ЧТО', 'обст', 'что', negative
'S ЕД МУЖ ИМ ОД', 'Я', 'предик', 'я', negative
'ADV', 'ВООБЩЕ', 'огранич', 'вообще', negative
'PART', 'НЕ', 'огранич', 'не', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'СПАТЬ', 'fictit', 'спал', negative
'CONJ', 'А', 'fictit', 'а', negative
'PART', 'ТОЛЬКО', 'огранич', 'только', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ВОРОЧАТЬСЯ', 'fictit', 'ворочался', negative
'NID', 'БЛЯТЬ', '', 'блять', negative
'CONJ', 'А', 'fictit', 'а', negative
'S ЕД МУЖ РОД НЕОД', 'ДОМ', 'атриб', 'дома', negative
'ADV', 'БЕЗУМНО', 'огранич', 'безумно', negative
'A КР ЕД СРЕД', 'СКУЧНЫЙ', 'fictit', 'скучно', negative
'NID', 'БЛЯЯ', 'квазиагент', 'бляя', negative
'PART', 'ЕЩЕ', 'огранич', 'еще', negative
'PR', 'НА', '3-компл', 'на', negative
'NUM', '2', 'количест', '2', negative
'S ЕД МУЖ РОД НЕОД', 'ВОПРОС', 'предл', 'вопроса', negative
'S ЕД МУЖ ВИН НЕОД', 'МИНИМУМ', '1-компл', 'минимум', negative
'V НЕСОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'МОЧЬ', 'fictit', 'могла', negative
'ADV', 'ПРАВИЛЬНО', 'обст', 'правильно', negative
'V СОВ ИНФ', 'ОТВЕЧАТЬ', '1-компл', 'ответить', negative
'NID', 'БЛЯЯЯ', 'fictit', 'Бляяя', negative
'S ЕД МУЖ ИМ ОД', 'ДЕПУТАТ', 'fictit', 'Депутат', negative
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'СПРАШИВАТЬ', 'fictit', 'спрашивает', negative
'PR', 'У', '1-компл', 'у', negative
'NID', 'БОЖКО', 'предл', 'Божко', negative
'A КР ЕД ЖЕН', 'КАКОВ', '2-компл', 'Какова', negative
'S ЕД ЖЕН ИМ НЕОД', 'ЦЕЛЬ', 'предик', 'цель', negative
'S ЕД СРЕД РОД НЕОД', 'СОЗДАНИЕ', '1-компл', 'создания', negative
'S ЕД СРЕД РОД НЕОД', 'МЧС', '1-компл', 'МЧС', negative
'CONJ', 'И', 'сент-соч', 'и', negative
'ADV', 'ПОЧЕМУ', 'обст', 'почему', negative
'S ЕД СРЕД ИМ НЕОД', 'ЭТО', 'предик', 'это', negative
'PART', 'НЕ', 'огранич', 'не', negative
'V СОВ СТРАД ПРИЧ ПРОШ КР ЕД СРЕД', 'ПИСАТЬ', 'соч-союзн', 'написано', negative
'PR', 'НА', '2-компл', 'на', negative
'NID', 'САЙТЕ', 'предл', 'сайте', negative
'A ЕД МУЖ ИМ', 'ГЛУПЫЙ', 'опред', 'Глупый', negative
'S ЕД МУЖ ИМ НЕОД', 'ВОПРОС', 'предик', 'вопрос', negative
'NID', 'БЛЯЯЯЯ', 'аппоз', 'Бляяяя', negative
'S МН МУЖ ИМ ОД', 'ЧУВАК', 'сочин', 'чуваки', negative
'S ЕД МУЖ ИМ ОД', 'Я', 'предик', 'я', negative
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'СТАНОВИТЬСЯ', 'сент-соч', 'стал', negative
'NID', 'ТВИЗАДРОТОМ', 'квазиагент', 'твизадротом', negative
